job_id,Company,Role,url,YOE,Diploma,Job_type,Provide_Sponsorship,skill_sets,degree_rank
228,The Travelers Companies,Software Engineer 1 - Aws/Node,https://travelers.wd5.myworkdayjobs.com/External/job/GA---Atlanta/Software-Engineer-I--AWS-Node-_R-47940?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'Big Data & Processing', 'Business/Analysis', 'C#/.NET', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'DevOps & CI/CD', 'HTML/CSS', 'Hardware & Systems Engineering', 'Infrastructure as Code (IaC)', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'NoSQL/NewSQL', 'Project Management & Agile', 'Python', 'SQL/Databases', 'SRE/Observability', 'Software Engineering (Frontend & Full Stack)', 'User/Customer Focus', 'Version Control/CLI', 'Web Technologies & Protocols']",0
229,mthree,Entry Level - C Software Developer,https://mthree.com/careers/job/?gh_jid=4602522006&utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['C#/.NET', 'Cloud Platforms (AWS/Azure/GCP)', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts']",0
230,↳,Junior Software Engineer,https://mthree.com/careers/job/?gh_jid=4374344006&utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['C#/.NET', 'Cloud Platforms (AWS/Azure/GCP)', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts']",0
231,↳,Mthree – Junior Software Engineer - Sheffield,https://mthree.com/careers/job/?gh_jid=4401897006&utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['C#/.NET', 'Cloud Platforms (AWS/Azure/GCP)', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts']",0
232,METECS,Junior Software Engineer - DST 🇺🇸,https://metecs.applytojob.com/apply/csAVnq7Ij4/Junior-Software-Engineer-DST?utm_source=Simplify&ref=Simplify,0.0,Master,Full-Time,False,"['API/Architecture', 'Automated Testing & QA', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Containerization/Orchestration', 'Content Management', 'Core Engineering Concepts', 'Data Science Tools', 'DevOps & CI/CD', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Infrastructure as Code (IaC)', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'Python', 'SRE/Observability', 'Semiconductors & IC', 'Simulation & Analysis', 'Software Engineering (Frontend & Full Stack)', 'Systems/Firmware', 'User/Customer Focus', 'Version Control/CLI']",2
233,Prudential Financial,"Associate Software Engineer , Retirement Strategies",https://pru.wd5.myworkdayjobs.com/en-US/careers/job/Newark-NJ-USA/Associate-Software-Engineer---Retirement-Strategies_R-122407-2?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['HTML/CSS', 'JavaScript/TypeScript', 'ML/DL Concepts']",0
234,Intuit,Software Engineer 1,https://jobs.intuit.com/job/mountain-view/full-stack-swe1/27595/88401821136?utm_source=Simplify&ref=Simplify,0.0,High School,Full-Time,True,"['API/Architecture', 'Big Data & Processing', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Content Management', 'Data Analysis/Viz', 'DevOps & CI/CD', 'FinTech Domain', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'Product Strategy/Roadmap', 'Project Management & Agile', 'SQL/Databases', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'User/Customer Focus', 'Version Control/CLI']",0
235,GM financial,Software Development Engineer 1,https://fa-exvu-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1309?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Business/Analysis', 'C/C++', 'Communication & Soft Skills', 'Content Management', 'DevOps & CI/CD', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Project Management & Agile', 'Semiconductors & IC', 'User/Customer Focus']",0
236,🔥 DoorDash,Software Engineer - Entry Level,https://job-boards.greenhouse.io/doordashcanada/jobs/7392991?utm_source=Simplify&ref=Simplify,2.0,Master,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Core Engineering Concepts', 'DevOps & CI/CD', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Mobile Development', 'Python', 'SQL/Databases', 'SRE/Observability', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Systems/Firmware', 'User/Customer Focus', 'Version Control/CLI']",2
237,Fanatics,Software Engineer 1,https://fa-exki-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/25522?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'Cloud Platforms (AWS/Azure/GCP)', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Product Strategy/Roadmap', 'Semiconductors & IC', 'User/Customer Focus']",0
238,mthree,Entry Level Full-Stack Developer,https://job-boards.greenhouse.io/mthreerecruitingportal/jobs/4613045006?utm_source=Simplify&ref=Simplify,3.0,,Full-Time,False,"['API/Architecture', 'Automated Testing & QA', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Core Engineering Concepts', 'FinTech Domain', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'SQL/Databases', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'User/Customer Focus', 'Version Control/CLI']",0
239,American Express,Software Engineer 1,https://aexp.eightfold.ai/careers/job/38773050?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'Big Data & Processing', 'Business/Analysis', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Containerization/Orchestration', 'DevOps & CI/CD', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'Project Management & Agile', 'SQL/Databases', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'User/Customer Focus', 'Version Control/CLI']",0
240,🔥 Databricks,Software Engineer New Grad - 2026 Start,https://boards.greenhouse.io/embed/job_app?token=6866542002&utm_source=Simplify&ref=Simplify,0.0,PhD,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'Big Data & Processing', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Core Engineering Concepts', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'Infrastructure as Code (IaC)', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'Product Strategy/Roadmap', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields']",3
241,RTX,2026 Full-time - Software Engineer I,https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/IN301-1010-Production-Rd-Ft-Wayne-IN-1010-Production-Road---Fort-Wayne-IN-46808-USA/XMLNAME-2026-Full-time---Software-Engineer-I---Onsite--IN-_01805670?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['HTML/CSS', 'JavaScript/TypeScript', 'ML/DL Concepts']",0
242,Benchling,Software Engineer New Grad,https://boards.greenhouse.io/benchling/jobs/7386982?utm_source=Simplify&ref=Simplify,0.0,High School,Full-Time,False,"['API/Architecture', 'Business/Analysis', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'DevOps & CI/CD', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Infrastructure as Code (IaC)', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Product Strategy/Roadmap', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'User/Customer Focus', 'Version Control/CLI']",0
243,General Dynamics Mission Systems,Software Engineer - Entry Level-Java / C++ - Start Date,https://careers-gdms.icims.com/jobs/69189/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['Automated Testing & QA', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Containerization/Orchestration', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Product Strategy/Roadmap', 'Project Management & Agile', 'Python', 'Semiconductors & IC', 'User/Customer Focus', 'Version Control/CLI']",0
244,Worldpay,Software Engineer 1 - Java and API Development,https://worldpay.wd5.myworkdayjobs.com/Worldpay_External_Careers_Site/job/US-OH-CIN-8500/Software-Engineer-I---Java-and-API-Development_JR0607845?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'Business/Analysis', 'Cloud Platforms (AWS/Azure/GCP)', 'Containerization/Orchestration', 'Core Engineering Concepts', 'DevOps & CI/CD', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Project Management & Agile', 'SQL/Databases', 'SRE/Observability', 'Software Engineering (Frontend & Full Stack)', 'User/Customer Focus', 'Version Control/CLI']",0
245,McDonald's,Full Stack Engineer 1,https://jobs.mcdonalds.com/job/Chicago-Full-Stack-Engineer-I-IAM-IL-60607/1341509500/?ats=successfactors&utm_source=Simplify&ref=Simplify,2.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'C#/.NET', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Containerization/Orchestration', 'DevOps & CI/CD', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'NoSQL/NewSQL', 'Project Management & Agile', 'SQL/Databases', 'SRE/Observability', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'Version Control/CLI']",0
246,General Dynamics Information Technology,Software Engineer I,https://gdit.wd5.myworkdayjobs.com/external_career_site/job/USA-MD-Annapolis-Junction/Software-Engineer-I_RQ210148-1?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Core Engineering Concepts', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Risk/Compliance', 'User/Customer Focus', 'Version Control/CLI']",0
247,CoStar Group,Software Engineer I,https://costar.wd1.myworkdayjobs.com/en-US/CoStarCareers/job/US-VA-Arlington/Software-Engineer-I_R37764?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'Business/Analysis', 'C#/.NET', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'DevOps & CI/CD', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Product Strategy/Roadmap', 'Project Management & Agile', 'SQL/Databases', 'SRE/Observability', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'User/Customer Focus', 'Version Control/CLI']",0
248,Esri,Product Engineer I - Generative AI - Arcgis Enterprise,https://www.esri.com/careers/4961122007?gh_jid=4961122007&utm_source=Simplify&ref=Simplify,1.0,,Full-Time,True,"['Automated Testing & QA', 'C#/.NET', 'Communication & Soft Skills', 'Data Analysis/Viz', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Python', 'Semiconductors & IC', 'Specialized AI Fields', 'User/Customer Focus']",0
249,Versaterm,Software Engineer I - Community Report,https://job-boards.greenhouse.io/versaterm/jobs/4981617008?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'Business/Analysis', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Containerization/Orchestration', 'DevOps & CI/CD', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Project Management & Agile', 'SQL/Databases', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Version Control/CLI']",0
250,AspenTech,Associate Software Quality Engineer,https://aspentech.wd5.myworkdayjobs.com/en-US/AspenTech/job/Medina-Minnesota/Associate-Software-Quality-Engineer_R8022-1?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'DevOps & CI/CD', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'NoSQL/NewSQL', 'Product Strategy/Roadmap', 'Project Management & Agile', 'Python', 'SQL/Databases', 'Systems/Firmware', 'User/Customer Focus', 'Version Control/CLI']",0
251,↳,Associate Software Quality Engineer,https://aspentech.wd5.myworkdayjobs.com/en-US/AspenTech/job/Medina-Minnesota/Associate-Software-Quality-Engineer_R7865?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'DevOps & CI/CD', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'NoSQL/NewSQL', 'Product Strategy/Roadmap', 'Project Management & Agile', 'Python', 'SQL/Databases', 'Systems/Firmware', 'User/Customer Focus', 'Version Control/CLI']",0
252,BryceTech,Junior Exercise Software IT Specialist 🇺🇸,https://jobs.smartrecruiters.com/BryceTech/f40e9665-32d7-47d8-90fd-ac1f18dc05be?dcr_ci=BryceTech&utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'Big Data & Processing', 'Business/Analysis', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Containerization/Orchestration', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Infrastructure as Code (IaC)', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Project Management & Agile', 'Semiconductors & IC', 'Specialized AI Fields', 'Version Control/CLI']",0
253,🔥 ServiceNow,Associate Software Engineer,https://jobs.smartrecruiters.com/ServiceNow/94f60162-99c7-4251-bbb5-dc9582902422?dcr_ci=ServiceNow&utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'Business/Analysis', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Containerization/Orchestration', 'Core Engineering Concepts', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Infrastructure as Code (IaC)', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Product Strategy/Roadmap', 'Project Management & Agile', 'SQL/Databases', 'Specialized AI Fields', 'User/Customer Focus', 'Version Control/CLI']",0
254,General Dynamics Mission Systems,Software Engineer 1 - Entry Level,https://careers-gdms.icims.com/jobs/69129/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Containerization/Orchestration', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Product Strategy/Roadmap', 'Project Management & Agile', 'Python', 'Semiconductors & IC', 'User/Customer Focus', 'Version Control/CLI']",0
255,Honeywell,Application Engineer 1 - Pre-sale Product Selection,https://ibqbjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/Honeywell/job/125963?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'C/C++', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'SRE/Observability', 'Semiconductors & IC', 'User/Customer Focus']",0
256,🔥 Visa,Graduate Software Engineer,https://jobs.smartrecruiters.com/Visa/615efbc7-5ef9-4dc3-b65a-cf364e55674e?dcr_ci=Visa&utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'Big Data & Processing', 'Business/Analysis', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Containerization/Orchestration', 'Core Engineering Concepts', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Infrastructure as Code (IaC)', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'NoSQL/NewSQL', 'Python', 'SQL/Databases', 'Specialized AI Fields', 'Version Control/CLI']",0
257,Warp,Software Engineer,https://job-boards.greenhouse.io/warp/jobs/4324888004?utm_source=Simplify&ref=Simplify,0.0,High School,Full-Time,False,"['API/Architecture', 'Automated Testing & QA', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Infrastructure as Code (IaC)', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'User/Customer Focus', 'Version Control/CLI']",0
258,Genuine Parts Company,Cloud Engineer I,https://genpt.wd1.myworkdayjobs.com/en-US/careers/job/Birmingham-AL-USA/Cloud-Engineer-I_R25_0000038435?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Cloud Platforms (AWS/Azure/GCP)', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'SRE/Observability', 'Version Control/CLI']",0
259,🔥 Roblox,2026] Software Engineer – Early Career - Security 🛂,https://careers.roblox.com/jobs/7357095?gh_jid=7357095&utm_source=Simplify&ref=Simplify,0.0,Master,Full-Time,False,"['API/Architecture', 'Business/Analysis', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Content Management', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Python', 'SRE/Observability', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Systems/Firmware', 'User/Customer Focus', 'Version Control/CLI']",2
260,McDonald's,Software Engineer I C#,https://jobs.mcdonalds.com/job/Chicago-Software-Engineer-I-C-IL-60607/1340292800/?ats=successfactors&utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'Business/Analysis', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Containerization/Orchestration', 'Core Engineering Concepts', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Product Strategy/Roadmap', 'Project Management & Agile', 'SRE/Observability', 'Version Control/CLI']",0
261,WebFX,Junior Front-End Web Developer,https://jobs.lever.co/webfx/e424e486-c772-443b-98cf-9088fef288d1/apply?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,False,"['API/Architecture', 'Automated Testing & QA', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'DevOps & CI/CD', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'SQL/Databases', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Web Technologies & Protocols']",0
262,↳,Junior Back-End Software Engineer,https://jobs.lever.co/webfx/497bb548-b7d7-4aff-b87b-da9dcc8fbcc8/apply?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,False,"['API/Architecture', 'Automated Testing & QA', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'SQL/Databases', 'Specialized AI Fields', 'Web Technologies & Protocols']",0
263,Cummins,Software Engineer I,https://fa-espx-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/2420573?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'HTML/CSS', 'JavaScript/TypeScript', 'ML/DL Concepts', 'User/Customer Focus']",0
264,Red Hat,Associate Software Engineer,https://redhat.wd5.myworkdayjobs.com/en-US/jobs/job/Remote-US-NC/Associate-Software-Engineer_R-052052?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'Communication & Soft Skills', 'Containerization/Orchestration', 'DevOps & CI/CD', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Version Control/CLI']",0
265,Northrop Grumman,Modeling & Simulation Software Engineer 1 or 2 - Aht,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-California-Northridge/Modeling-and-Simulation-Engineer--level-1-2---AHT-_R10202089?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['Business/Analysis', 'C/C++', 'Data Science Tools', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Math/Statistics (Quant)', 'Python', 'Semiconductors & IC', 'Simulation & Analysis', 'Statistical Modeling', 'User/Customer Focus']",0
266,Trimble,Software Engineer 1 - SketchUp Warehouse Platform Team,https://trimble.wd1.myworkdayjobs.com/en-US/TrimbleCareers/job/US---CO-Westminster/Software-Engineer_R50787?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'C#/.NET', 'Cloud Platforms (AWS/Azure/GCP)', 'Core Engineering Concepts', 'Data Analysis/Viz', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'NoSQL/NewSQL', 'Product Strategy/Roadmap', 'SQL/Databases', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Version Control/CLI']",0
267,Ciena,Software Developer – 2026 New Grads,https://ciena.wd5.myworkdayjobs.com/Careers/job/Ottawa/Software-Developer---New-Grad-2025_R028667-1?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['Automated Testing & QA', 'Business/Analysis', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Containerization/Orchestration', 'DevOps & CI/CD', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Project Management & Agile', 'Python', 'SRE/Observability', 'Systems/Firmware', 'User/Customer Focus', 'Version Control/CLI']",0
268,Abridge,Machine Learning Operations – New Grad - Full Stack,https://jobs.ashbyhq.com/abridge/33d1c529-87e0-4e7c-822a-28adffb991d6/application?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Big Data & Processing', 'Cloud Platforms (AWS/Azure/GCP)', 'Containerization/Orchestration', 'Data Science Tools', 'DevOps & CI/CD', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'SRE/Observability', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Statistical Modeling', 'Systems/Firmware', 'User/Customer Focus', 'Web Technologies & Protocols']",0
269,Cook Systems,Entry Level Software Developer,https://job-boards.greenhouse.io/cooksys/jobs/4973134008?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,False,"['API/Architecture', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Core Engineering Concepts', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Project Management & Agile', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Version Control/CLI']",0
270,🔥 Palantir,Forward Deployed Software Engineer – New Grad - Commercial,https://jobs.lever.co/palantir/2aa14e4f-d406-486e-9aa8-6ff3358d70a0/apply?utm_source=Simplify&ref=Simplify,1.0,,Full-Time,False,"['API/Architecture', 'Automated Testing & QA', 'Business/Analysis', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Core Engineering Concepts', 'Data Analysis/Viz', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Infrastructure as Code (IaC)', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'User/Customer Focus', 'Version Control/CLI']",0
271,🔥 NVIDIA,Compiler Engineer – New College Grad - LLVM,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Compiler-Engineer--LLVM---New-College-Grad-2025_JR2006491?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'C/C++', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'User/Customer Focus', 'Version Control/CLI']",0
272,Continue,Software Engineer – New grad,https://jobs.ashbyhq.com/continue/219fce3e-7af9-4b00-8fa7-87bf53db72f7/application?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Big Data & Processing', 'Cloud Platforms (AWS/Azure/GCP)', 'DevOps & CI/CD', 'HTML/CSS', 'JavaScript/TypeScript', 'ML/DL Concepts', 'SRE/Observability', 'Software Engineering (Frontend & Full Stack)', 'Statistical Modeling', 'User/Customer Focus', 'Version Control/CLI', 'Web Technologies & Protocols']",0
273,🔥 Apple,IOS Engineer – Early Career - Generative AI Experiences Software,https://jobs.apple.com/en-us/details/200628168?utm_source=Simplify&ref=Simplify,0.0,,Full-Time,True,"['API/Architecture', 'Automated Testing & QA', 'Communication & Soft Skills', 'Core Engineering Concepts', 'DevOps & CI/CD', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'Mobile Development', 'SRE/Observability', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'User/Customer Focus', 'Version Control/CLI']",0
